monthly_bill_amount,contract_length_months,service_calls_last_3_months,service_issues_last_3_months,total_services_subscribed,months_as_customer,avg_monthly_usage_gb,churn_status
97.96,12,1,1,3,67,157.5,No
86.8,24,0,1,4,102,237.4,No
56.6,12,0,2,1,75,93.9,Yes
105.56,12,1,1,1,55,391.8,No
121.11,6,3,1,1,64,311.1,No
147.35,24,0,1,1,20,137.5,No
82.23,6,3,0,1,65,58.3,No
73.69,24,4,1,4,119,166.0,No
57.98,24,3,0,3,19,283.6,No
122.0,6,0,0,5,79,120.7,No
146.39,12,3,1,2,55,188.3,Yes
98.06,1,2,2,5,89,80.8,No
103.5,24,4,3,1,83,160.4,No
109.59,1,3,0,3,99,7.8,No
75.03,1,0,1,2,21,421.6,No
48.65,24,1,0,4,42,325.6,No
53.3,1,3,2,2,113,342.7,Yes
100.24,6,1,3,3,14,352.0,Yes
102.89,6,2,1,3,67,368.8,No
80.05,12,2,0,2,60,474.4,No
25.63,12,3,2,5,60,79.4,No
134.04,6,0,3,3,48,262.0,No
51.76,12,0,1,4,62,138.3,No
95.53,1,2,2,3,56,343.0,No
116.03,24,2,2,1,38,308.4,No
43.96,12,0,0,2,108,460.7,Yes
81.53,1,1,1,1,88,385.9,No
20.17,6,4,0,3,100,459.0,No
26.17,6,0,0,5,93,488.9,Yes
52.56,12,0,1,1,88,258.2,Yes
105.63,12,1,0,3,23,230.0,No
135.27,24,1,0,2,5,28.4,No
75.18,6,6,0,4,100,256.6,Yes
23.25,6,1,0,1,112,54.1,No
58.05,12,1,1,4,95,468.9,No
144.41,6,3,2,5,15,250.7,No
34.46,12,1,1,1,77,456.4,No
118.24,12,0,0,5,69,351.9,No
117.15,1,0,0,4,18,358.4,No
96.69,6,1,0,1,4,292.2,Yes
141.02,1,2,0,3,40,366.1,Yes
103.48,24,4,1,2,51,435.5,Yes
145.65,24,2,0,2,102,27.4,No
127.4,24,2,0,1,118,176.3,No
123.23,6,2,0,5,64,448.9,No
143.64,1,1,1,2,54,121.0,Yes
100.22,6,2,1,5,89,83.5,Yes
61.91,6,1,2,4,117,355.1,No
33.48,24,3,1,3,30,358.3,No
110.25,12,2,0,4,1,443.8,No
88.03,6,1,0,1,100,79.6,No
70.11,12,3,1,3,39,480.3,Yes
143.47,1,2,0,4,33,123.8,No
138.62,24,0,2,2,29,487.6,Yes
69.13,1,4,2,3,118,431.1,No
142.91,6,1,1,3,60,56.8,Yes
76.16,6,4,0,1,29,209.9,No
46.8,24,3,1,2,78,377.2,Yes
100.68,6,2,2,3,76,425.2,Yes
32.25,12,0,1,4,96,313.9,No
39.85,24,0,1,1,79,383.4,No
125.86,24,1,0,3,76,384.0,No
126.48,6,3,1,1,107,58.3,No
51.28,6,1,0,4,23,230.9,No
117.09,1,2,0,4,12,398.7,No
146.56,6,3,0,1,96,322.9,No
144.52,12,0,0,1,17,293.3,Yes
77.79,6,1,2,3,112,205.8,No
132.31,1,0,1,2,28,327.2,No
92.42,1,0,1,5,98,415.7,No
93.42,1,2,1,5,92,443.6,Yes
51.11,6,2,0,3,89,419.5,No
69.95,12,0,1,2,40,495.7,Yes
47.93,6,3,0,2,45,94.5,No
116.52,6,3,0,2,81,120.6,Yes
103.28,12,0,0,3,20,404.8,No
124.58,6,3,2,4,27,139.9,No
100.58,24,0,2,1,76,134.1,Yes
56.03,1,1,1,4,29,472.4,No
143.83,24,1,1,5,60,72.2,No
104.59,12,2,3,2,13,297.3,Yes
81.92,1,2,1,1,111,163.5,No
121.08,1,4,1,3,47,307.2,No
53.1,1,4,1,4,85,390.3,Yes
125.41,6,3,3,4,76,282.5,No
63.98,12,2,2,2,37,382.9,No
29.71,12,1,1,5,96,477.1,No
121.77,6,3,0,1,92,343.8,Yes
44.82,1,4,1,3,101,241.5,No
103.76,6,1,1,3,25,101.8,Yes
55.07,12,2,1,5,103,267.0,Yes
109.11,24,2,2,2,1,487.2,No
36.39,6,0,1,3,38,256.5,Yes
101.11,6,4,2,5,12,138.2,No
44.96,24,0,1,2,105,36.5,No
85.44,6,1,0,1,32,100.4,Yes
133.45,24,3,0,1,83,432.0,Yes
81.8,6,3,3,5,27,420.5,No
120.37,1,0,0,3,4,389.0,Yes
39.04,12,1,0,2,93,422.1,No
105.43,12,1,3,3,34,244.8,No
39.76,12,2,0,4,39,445.3,No
119.91,24,0,2,1,19,316.4,Yes
112.83,1,2,2,2,83,171.9,Yes
72.31,24,0,1,4,44,322.3,Yes
81.11,6,2,2,3,58,485.0,No
41.89,6,1,1,2,116,117.3,Yes
102.62,24,3,0,3,36,295.2,No
138.65,6,1,0,4,20,422.1,No
92.86,6,2,2,1,108,227.0,No
60.97,12,0,1,3,52,208.2,No
73.23,1,1,1,4,59,344.7,Yes
48.38,24,2,1,5,113,297.5,No
77.43,6,2,1,3,45,246.1,Yes
84.37,1,0,0,2,11,418.0,No
142.3,24,2,0,1,13,414.0,No
75.89,1,1,2,4,87,334.2,No
132.09,24,3,3,5,34,281.6,No
41.69,6,2,0,5,31,253.9,No
90.87,6,1,0,4,117,423.0,No
96.8,6,1,1,1,57,264.3,No
97.18,1,1,0,2,111,454.7,Yes
85.28,24,1,0,1,74,36.3,No
119.73,1,1,0,4,32,439.6,No
42.47,1,2,1,5,111,433.7,No
28.85,12,3,2,2,69,459.9,Yes
38.55,12,1,0,2,35,230.2,No
93.22,6,4,2,3,79,335.5,Yes
52.46,1,0,0,3,41,426.7,No
116.01,1,0,3,4,99,386.2,No
28.17,1,0,1,1,25,387.4,No
138.17,12,0,1,2,62,106.0,No
143.72,6,2,1,4,3,131.2,No
122.13,6,2,4,5,66,135.9,No
134.13,24,0,0,2,16,146.5,No
69.18,24,4,1,2,48,142.8,No
40.75,1,3,1,4,8,265.3,Yes
45.99,12,0,0,2,112,195.4,No
85.17,6,2,1,1,72,75.2,No
105.98,1,1,0,2,107,453.3,No
93.94,1,1,1,5,24,365.0,No
33.64,1,2,1,3,100,311.2,Yes
114.54,24,1,1,4,35,436.6,No
122.57,1,1,0,5,18,130.2,No
23.84,1,1,1,1,46,400.7,No
79.66,12,1,1,2,30,158.7,No
76.91,24,2,1,5,29,303.1,No
28.74,1,0,0,4,64,177.3,No
42.98,12,0,2,5,27,101.5,Yes
125.95,6,0,1,5,67,212.4,No
96.0,6,3,0,1,32,210.1,No
48.46,6,0,2,2,29,444.2,Yes
79.59,12,0,3,5,27,405.8,No
131.1,1,2,1,3,90,409.5,Yes
33.3,1,2,0,3,83,201.7,No
144.21,6,3,0,5,61,146.3,No
38.39,1,1,0,4,103,473.0,No
57.8,24,4,0,3,3,108.7,No
43.59,24,4,5,1,78,485.0,No
81.04,24,1,0,1,38,22.4,Yes
60.37,12,1,4,2,58,453.6,No
148.51,12,2,1,1,85,218.8,No
22.0,24,2,2,4,76,243.9,Yes
61.8,12,4,0,3,74,336.0,No
97.31,24,0,0,5,69,298.0,No
64.2,1,1,1,3,75,394.9,No
79.25,24,3,0,3,48,399.8,Yes
75.28,1,0,1,4,100,149.7,No
31.21,1,2,0,3,100,179.9,No
104.38,24,0,0,2,76,228.3,No
128.42,24,2,0,2,73,131.3,No
88.62,1,3,0,1,81,235.0,No
39.45,6,1,0,4,109,294.0,No
82.57,12,1,1,1,4,92.6,No
21.84,24,4,0,3,16,286.6,No
137.97,6,0,0,5,32,409.8,No
51.28,24,1,0,5,58,187.2,No
137.31,1,2,1,4,111,36.0,Yes
95.93,1,0,0,4,73,42.5,No
147.83,6,2,2,5,55,204.7,No
130.41,12,1,1,1,108,130.5,No
21.44,24,2,1,2,66,291.5,Yes
21.97,24,0,0,4,25,349.8,No
116.65,6,2,0,5,118,244.3,No
87.18,24,0,0,2,65,41.4,No
118.2,1,1,1,5,66,42.1,Yes
96.66,6,1,1,5,8,107.9,Yes
50.2,12,1,0,5,98,210.5,No
122.26,1,0,0,1,117,491.8,No
24.03,12,0,1,1,66,168.6,No
124.85,12,1,2,5,38,396.5,No
106.46,1,1,1,4,48,341.0,No
107.53,12,3,1,1,75,375.9,Yes
25.7,6,2,1,5,84,439.9,No
47.27,12,2,0,5,108,77.4,No
83.56,1,3,1,4,105,51.8,Yes
77.47,6,0,1,5,82,56.8,Yes
23.44,24,1,1,5,64,106.9,No
63.66,1,3,3,4,59,84.1,Yes
145.77,12,0,1,2,36,98.4,No
59.85,6,6,2,5,5,130.8,Yes
102.26,12,0,0,2,83,395.2,Yes
108.62,6,3,2,2,38,245.0,No
101.08,24,0,2,4,33,177.9,No
57.66,6,1,1,3,10,90.7,No
94.32,24,5,0,1,40,174.0,No
111.53,1,3,1,3,63,94.5,No
69.83,24,1,1,2,48,62.9,No
56.44,6,3,0,3,66,329.8,No
55.75,12,0,1,1,81,91.4,Yes
139.35,24,1,2,2,42,135.3,No
103.78,1,0,0,3,69,27.0,No
117.82,1,2,1,2,45,43.2,No
93.82,6,1,1,1,110,194.3,Yes
101.96,6,0,0,4,69,351.8,No
55.95,24,4,1,4,55,111.2,No
136.07,6,0,3,2,60,296.9,No
85.16,24,2,0,1,3,99.5,No
124.7,12,2,2,5,16,405.8,Yes
87.34,24,1,0,4,70,102.6,Yes
35.12,24,2,1,2,47,20.3,No
34.54,12,1,1,3,105,421.1,No
80.33,1,2,0,3,25,353.4,Yes
75.89,6,1,1,4,99,441.5,Yes
138.73,12,3,0,3,25,428.1,Yes
37.12,6,3,0,4,7,375.4,No
109.25,24,1,0,1,3,232.7,Yes
139.36,12,1,0,4,80,497.2,No
73.44,12,2,3,1,118,463.5,No
135.05,1,3,2,4,25,261.3,No
38.76,12,2,3,5,48,209.1,No
33.7,12,1,1,5,94,4.4,Yes
50.34,12,1,0,4,107,32.9,Yes
87.76,1,4,0,4,2,85.7,Yes
104.03,24,1,1,2,68,460.4,No
120.26,12,1,1,4,114,44.6,No
119.65,12,0,2,3,93,491.5,No
34.54,6,3,1,1,27,110.6,No
133.62,6,1,0,2,110,332.8,No
34.6,12,3,1,4,16,218.5,No
136.72,1,0,0,1,87,399.7,No
144.49,24,0,1,3,70,117.2,No
95.93,1,0,0,4,114,182.8,No
110.21,6,2,0,3,98,179.2,No
68.06,24,0,2,3,116,33.2,Yes
91.59,24,0,0,3,52,357.9,Yes
128.17,12,1,0,1,45,420.2,No
40.73,12,1,1,5,113,329.3,No
85.23,24,0,1,4,23,128.0,Yes
73.2,1,1,1,5,72,204.1,No
132.63,1,2,2,5,117,261.4,Yes
37.03,12,2,1,1,18,118.5,No
135.93,6,0,0,4,14,7.7,Yes
52.54,12,1,2,2,20,48.6,No
98.74,6,2,0,5,76,98.7,Yes
69.39,1,0,2,1,40,278.5,Yes
141.26,1,2,4,4,2,430.7,No
45.68,24,0,0,4,79,56.3,No
85.33,24,2,2,1,22,365.9,Yes
49.68,24,0,1,1,64,89.0,Yes
124.16,6,1,2,4,5,364.3,Yes
55.24,24,0,2,2,117,52.3,Yes
143.95,24,3,4,3,47,292.0,No
140.17,12,0,1,4,88,43.5,No
81.77,24,0,2,2,112,1.3,No
21.68,12,6,0,3,61,460.5,Yes
145.5,1,0,0,4,53,23.8,No
109.18,24,0,3,1,119,386.1,Yes
83.96,12,4,2,4,49,52.0,No
98.53,1,2,1,2,5,195.0,No
34.43,6,1,1,5,57,470.3,No
40.48,6,3,3,3,41,304.3,Yes
103.06,24,2,0,5,63,462.5,No
26.36,1,1,0,3,26,354.4,No
111.3,12,0,2,5,72,335.1,No
139.57,24,0,0,2,113,340.0,No
112.16,12,0,0,5,64,167.7,Yes
92.88,6,0,1,4,49,466.8,No
123.25,6,2,3,4,34,461.2,No
117.3,24,2,1,3,83,265.5,No
96.79,1,4,1,3,3,393.7,Yes
45.61,6,3,2,5,99,242.1,No
21.02,12,1,2,5,6,284.2,Yes
79.45,1,1,3,2,26,375.8,No
51.34,12,1,4,3,104,122.4,Yes
49.53,1,0,2,5,37,448.1,Yes
85.87,24,0,0,3,25,401.8,No
68.8,6,2,0,4,26,9.8,No
85.53,6,3,1,2,34,209.8,Yes
55.01,24,1,0,1,16,387.0,No
99.32,6,1,1,1,94,298.9,No
100.86,6,1,1,5,32,468.5,No
47.16,12,2,1,1,49,272.7,No
93.77,24,2,1,4,99,166.1,No
77.88,6,3,1,5,68,365.5,Yes
146.03,6,0,0,4,26,126.1,Yes
113.83,6,0,0,3,76,190.8,Yes
43.65,6,0,3,5,72,275.9,No
134.66,12,1,0,2,101,50.4,No
82.01,1,0,1,3,117,140.6,No
130.09,1,1,2,3,77,57.8,Yes
128.02,1,0,2,3,94,2.1,No
22.26,6,2,1,5,112,450.2,No
50.38,6,0,0,1,99,279.2,No
138.44,24,0,1,3,20,164.5,No
120.07,6,1,2,4,45,415.5,Yes
37.59,12,1,0,1,113,42.2,No
47.6,24,2,0,1,94,51.2,No
100.42,12,3,2,3,77,174.2,No
56.23,1,1,0,4,26,208.9,No
46.56,6,2,2,1,118,203.4,No
147.84,12,1,2,2,40,19.8,No
79.62,1,4,0,4,46,347.6,No
87.52,24,0,0,3,43,212.3,No
104.79,6,1,2,3,20,71.1,No
29.85,6,1,0,1,46,216.9,Yes
71.55,1,1,0,4,67,424.3,No
137.71,1,3,0,1,69,366.8,No
142.62,6,2,1,2,1,215.4,No
84.38,1,0,0,5,74,348.4,No
135.99,6,0,2,2,22,236.5,No
84.87,6,3,1,5,92,87.1,No
148.13,12,1,0,1,19,424.4,No
122.33,24,2,2,2,84,12.9,No
127.94,6,1,0,3,39,408.1,No
44.24,12,2,0,5,28,82.7,No
20.58,24,0,1,3,4,3.7,No
85.64,24,0,4,2,96,446.1,No
147.76,1,0,0,2,59,339.6,No
145.74,6,2,1,1,102,316.1,No
99.84,12,0,0,3,27,347.8,No
44.01,1,1,5,5,103,338.5,No
21.17,6,3,0,5,13,430.0,No
84.54,24,1,3,2,88,141.0,No
59.25,24,1,2,4,108,320.4,No
63.78,1,0,0,4,116,464.2,Yes
128.33,12,3,0,1,98,316.6,No
31.61,12,1,1,2,7,74.5,No
31.79,1,3,1,2,119,370.5,Yes
77.54,12,1,1,2,86,242.2,Yes
73.75,12,2,1,1,5,227.6,No
28.3,6,2,0,3,102,85.3,Yes
90.92,12,0,0,4,106,158.8,Yes
76.16,24,5,2,4,19,397.3,No
149.1,12,2,0,1,45,478.1,No
28.59,1,0,1,5,92,468.3,No
35.26,24,2,3,5,27,324.3,No
40.6,6,0,2,1,95,495.0,No
62.23,12,0,1,3,82,82.0,No
106.38,24,1,0,1,108,316.6,No
145.65,12,3,1,2,94,401.9,No
138.0,1,0,1,5,41,83.7,No
77.47,24,3,1,3,94,380.3,No
29.22,24,0,3,3,64,334.7,No
103.84,12,2,1,1,74,197.4,No
74.3,12,1,2,3,95,287.4,No
23.03,6,2,2,4,100,312.7,Yes
126.26,24,2,0,4,72,283.6,Yes
88.8,12,1,0,5,75,259.2,No
76.92,12,5,0,1,115,377.3,Yes
114.07,12,3,3,2,26,4.9,No
131.56,6,1,1,3,84,350.5,No
141.19,6,0,1,1,71,146.5,Yes
63.11,12,0,3,5,38,65.1,No
43.9,12,1,3,1,106,335.8,Yes
62.94,12,3,3,4,47,442.3,Yes
146.92,12,1,0,4,7,52.8,Yes
32.8,12,1,0,2,99,271.2,No
143.54,6,1,1,1,119,19.6,No
100.4,24,1,0,4,25,426.1,No
21.26,1,2,1,2,41,411.3,Yes
131.69,12,2,1,2,100,287.6,No
108.55,6,1,0,5,113,481.6,No
38.8,1,3,0,5,12,385.0,Yes
64.38,24,2,0,2,23,174.1,No
133.47,12,0,0,4,116,150.4,No
114.72,12,1,2,5,74,128.5,No
61.43,24,0,0,3,67,126.4,No
123.25,6,1,1,4,111,46.1,Yes
53.12,12,2,0,5,47,459.9,Yes
91.42,24,2,0,3,92,264.0,No
141.36,6,0,2,5,105,389.5,Yes
76.71,24,1,0,4,55,337.0,No
92.31,12,1,0,3,14,227.1,Yes
120.91,12,4,2,1,103,89.1,Yes
46.49,1,1,0,2,66,253.0,No
78.38,12,1,1,3,73,381.4,No
139.61,1,1,2,1,117,121.0,No
104.74,1,2,2,3,19,341.3,Yes
111.18,24,2,2,1,107,82.7,No
145.09,6,2,1,1,30,43.2,No
96.56,12,1,0,2,31,491.9,No
133.17,12,0,0,3,39,333.0,No
149.02,1,2,1,4,87,367.9,No
107.91,6,2,2,5,112,229.1,Yes
109.02,24,0,1,2,92,30.7,No
43.53,12,2,2,5,31,452.3,Yes
80.2,12,2,0,3,72,482.4,No
115.92,1,2,1,5,5,113.5,No
64.54,12,0,1,3,81,340.0,No
35.19,12,1,2,4,115,436.4,No
22.72,1,1,2,3,97,135.3,No
106.93,12,5,0,5,58,467.3,No
24.33,24,2,1,1,82,485.5,Yes
83.47,1,2,2,1,23,85.5,No
134.75,12,0,3,2,99,342.1,No
127.12,12,1,1,2,23,480.9,Yes
113.52,1,0,3,3,69,359.7,No
131.77,12,1,0,4,86,301.1,No
117.3,1,1,2,1,109,438.9,No
22.36,6,3,3,5,78,333.4,Yes
81.26,24,7,2,1,16,186.8,No
21.91,12,0,1,5,62,470.2,No
92.16,6,3,1,5,111,136.3,Yes
50.7,6,1,1,1,72,270.3,Yes
77.34,1,0,2,2,118,404.4,Yes
46.52,1,2,0,4,78,52.0,No
126.5,24,2,0,3,52,331.9,No
43.96,1,1,1,3,50,84.9,Yes
62.43,12,0,1,5,58,462.3,No
21.97,1,1,0,3,108,109.3,No
60.25,12,1,1,3,50,263.7,No
23.41,1,1,0,2,81,278.6,No
78.5,24,2,2,1,78,498.5,Yes
23.5,24,1,2,5,108,451.4,Yes
70.46,6,0,5,4,47,165.1,Yes
98.85,24,1,1,4,45,498.8,No
138.3,6,0,1,1,12,416.8,No
91.98,12,2,2,2,39,438.9,No
86.96,1,2,2,5,106,400.4,No
26.14,12,1,1,1,79,95.7,No
68.65,24,3,1,3,58,310.6,No
71.17,1,0,1,5,24,249.0,No
62.08,1,1,0,3,52,16.2,Yes
135.6,6,1,1,5,50,409.3,No
71.45,24,3,4,1,79,253.3,Yes
47.42,6,1,0,1,105,436.3,Yes
122.05,6,1,0,4,58,433.2,No
125.63,1,0,1,3,12,350.8,Yes
64.9,6,0,2,1,4,58.8,No
126.78,12,3,0,1,59,129.4,No
111.74,6,0,2,1,63,55.0,No
34.3,6,1,2,3,21,485.3,No
67.86,1,4,0,5,83,50.8,No
130.77,12,1,2,4,35,426.1,Yes
68.48,6,2,2,2,24,55.0,No
132.46,1,2,1,1,16,185.3,No
77.91,6,2,0,3,97,383.5,No
93.4,12,1,1,4,1,172.3,No
70.62,12,1,0,5,53,496.8,Yes
99.74,12,1,0,1,27,251.9,No
88.12,24,0,4,1,58,255.3,No
129.53,12,1,1,2,54,452.8,No
145.76,1,1,0,2,109,185.9,No
57.6,6,1,3,3,38,200.1,No
40.06,1,3,0,1,23,211.4,No
62.58,12,1,1,5,107,261.1,No
112.62,24,2,0,4,107,225.7,Yes
47.4,24,2,1,1,117,42.1,Yes
61.85,24,1,1,4,28,168.3,No
141.55,6,3,2,5,47,373.2,No
117.94,12,2,0,3,33,6.3,No
143.96,6,2,2,1,89,372.4,No
31.27,6,1,2,4,101,241.4,No
83.36,6,3,1,5,105,35.3,No
137.6,12,1,0,4,112,114.9,No
77.13,1,1,2,3,96,141.2,No
109.61,12,2,1,4,47,416.5,No
42.13,24,0,0,5,95,131.7,No
52.08,12,1,1,4,4,314.9,No
75.06,12,1,1,5,80,220.3,No
60.79,6,1,1,2,1,105.8,Yes
103.7,1,2,1,2,13,233.9,No
127.44,1,0,2,2,114,93.6,No
66.55,6,0,1,1,96,234.6,Yes
119.22,12,1,1,5,10,192.3,No
56.42,6,0,1,3,110,378.7,No
72.4,12,2,0,3,36,178.0,No
24.62,24,2,0,3,104,123.8,No
38.8,24,1,0,5,51,489.9,No
34.62,6,2,0,4,33,106.4,No
95.0,6,0,1,4,12,21.5,No
101.59,1,1,3,3,53,324.3,No
27.2,6,1,1,1,79,247.1,No
92.62,12,1,1,1,50,274.8,No
117.91,24,1,1,1,57,425.6,No
85.54,1,4,1,5,59,462.1,No
80.02,12,0,0,4,56,368.6,No
102.46,12,1,0,4,100,85.5,Yes
69.72,12,3,0,2,103,328.0,No
98.98,12,2,2,2,105,317.8,Yes
140.2,24,0,1,1,48,335.4,Yes
131.14,1,1,1,2,25,376.5,Yes
115.91,12,1,2,4,70,479.2,Yes
133.56,24,0,0,1,90,136.0,No
58.97,24,1,0,4,97,178.8,No
117.56,12,0,1,1,48,196.2,No
57.9,12,1,0,2,76,487.8,No
87.13,1,1,0,4,17,460.3,Yes
83.41,12,1,0,2,117,56.9,No
26.17,6,1,0,4,88,353.0,No
94.15,12,0,0,3,24,19.5,No
85.64,24,2,1,1,73,137.2,Yes
87.49,6,1,2,4,34,159.7,Yes
24.14,1,4,0,4,25,349.2,Yes
68.65,6,1,3,3,24,386.7,No
75.01,12,3,2,2,109,206.1,No
115.72,1,1,2,1,14,445.6,Yes
115.48,1,2,3,2,113,426.7,No
69.61,6,2,0,5,104,219.0,No
72.48,24,1,3,5,115,235.9,Yes
112.4,12,3,2,5,64,436.3,No
74.55,12,1,2,1,102,396.6,No
98.86,12,2,2,5,107,296.4,No
54.76,12,2,0,2,102,54.0,No
27.0,12,3,1,1,25,426.2,Yes
110.26,12,1,0,2,78,275.6,No
106.95,12,0,1,4,17,148.1,Yes
30.84,12,1,0,2,55,171.5,No
23.18,6,1,0,4,78,495.7,No
20.32,12,6,0,1,7,435.4,No
36.89,6,1,1,1,25,295.1,No
47.55,1,0,1,1,53,442.9,No
131.41,24,2,0,1,118,123.2,No
76.33,24,3,2,2,23,32.6,Yes
104.78,12,0,0,4,43,152.4,No
146.07,12,1,1,5,22,324.3,No
77.46,1,0,2,2,77,365.6,No
123.86,1,3,0,4,53,127.2,No
70.19,24,4,1,3,20,260.8,Yes
116.39,6,0,0,5,83,7.4,Yes
54.33,1,1,0,2,63,132.6,No
135.42,1,2,1,4,87,167.7,Yes
26.79,12,1,0,2,61,338.9,No
78.8,12,2,0,5,115,143.5,No
148.52,6,1,1,3,34,363.3,No
38.69,24,2,2,3,59,104.8,No
33.17,12,2,1,3,21,26.2,No
63.15,12,3,1,4,16,379.0,No
37.69,12,0,1,4,111,430.1,No
108.11,12,0,1,1,9,304.4,Yes
99.88,1,0,1,3,52,61.8,No
88.4,24,0,1,3,1,458.8,No
146.14,24,3,1,1,47,61.5,Yes
61.08,24,0,1,2,36,73.8,Yes
77.73,1,0,1,2,3,331.8,No
80.23,1,0,1,1,69,285.3,No
111.66,12,1,1,5,43,87.6,Yes
49.56,24,0,0,1,76,23.6,No
118.22,12,1,0,2,47,277.8,No
44.09,24,0,0,3,112,402.2,No
147.02,6,1,0,4,43,54.7,Yes
143.82,6,1,1,1,76,368.7,No
71.94,24,0,0,5,80,321.0,No
134.38,1,1,3,4,16,10.1,No
71.26,12,2,0,5,55,87.0,No
90.36,12,0,0,2,113,211.3,No
117.2,1,2,0,2,56,358.7,No
118.62,24,1,0,3,48,67.8,No
135.16,24,1,0,5,43,315.5,Yes
80.03,24,1,1,4,23,399.9,No
97.19,24,2,0,3,73,462.0,No
94.09,6,1,1,4,83,371.3,No
85.72,12,1,0,2,14,279.0,No
110.31,12,0,1,1,38,16.9,Yes
53.75,12,0,0,1,92,443.1,No
28.49,12,2,0,3,81,139.4,Yes
87.43,24,1,0,1,66,168.7,No
75.69,1,1,0,3,45,476.9,Yes
88.53,24,1,1,4,114,130.4,No
99.68,6,0,1,5,94,5.5,No
67.44,1,2,3,4,29,161.0,No
59.91,1,2,1,1,13,124.3,No
107.84,24,0,0,1,58,195.4,No
72.06,12,4,1,1,11,450.9,No
128.31,24,3,0,3,106,3.7,No
119.1,12,1,0,1,106,179.2,Yes
137.18,12,1,0,5,12,431.9,No
32.5,1,5,2,3,8,260.6,No
40.92,24,1,1,2,70,202.4,Yes
99.02,6,3,2,5,60,377.0,No
112.1,12,1,2,3,91,469.1,Yes
47.42,6,2,1,5,87,352.4,No
23.16,6,1,1,2,105,482.5,Yes
132.0,12,0,0,3,12,426.8,No
121.16,12,2,0,5,62,365.5,No
139.75,24,0,1,4,75,240.6,No
57.66,12,3,2,5,116,455.6,Yes
86.27,12,0,1,4,73,324.2,No
114.49,12,6,2,5,33,31.5,Yes
101.36,12,1,0,4,4,390.3,No
21.62,6,0,0,2,32,335.6,Yes
86.28,24,2,2,2,45,382.0,No
147.64,12,1,1,3,117,337.3,No
50.2,24,0,0,3,33,391.6,Yes
79.27,1,0,0,1,77,89.9,No
124.98,1,2,2,4,96,274.6,No
54.6,12,2,2,4,41,384.2,No
72.87,1,2,1,1,36,399.6,No
109.76,6,0,0,4,75,240.9,No
78.49,6,0,2,4,115,269.7,No
144.03,6,0,0,4,108,311.7,No
130.53,1,1,0,1,89,430.2,No
57.7,24,2,1,3,47,260.3,No
20.07,24,2,2,3,87,138.6,Yes
89.71,12,0,0,2,116,245.5,No
130.92,1,1,3,5,2,188.0,Yes
138.19,12,1,1,3,58,429.5,Yes
35.86,12,1,0,3,20,323.7,Yes
135.88,6,0,0,3,41,167.9,No
84.7,6,1,0,2,84,438.5,Yes
147.3,6,0,3,4,37,436.9,No
124.22,1,3,0,2,16,217.0,No
41.66,6,2,1,1,115,69.7,No
88.51,6,1,0,3,2,166.4,No
134.57,6,2,2,5,79,459.1,No
125.75,1,1,0,3,37,67.8,No
145.85,6,4,0,2,82,177.7,Yes
128.45,6,3,1,1,45,397.8,No
148.85,1,3,1,1,77,372.7,No
88.2,6,2,0,5,56,342.6,No
97.51,1,2,0,3,108,406.9,No
29.08,6,3,1,1,6,403.7,No
71.23,6,1,0,1,96,156.4,No
61.02,12,2,0,2,97,327.5,Yes
139.21,6,1,2,4,64,281.0,No
63.06,6,3,0,3,119,18.4,No
135.2,24,0,1,2,113,210.0,No
51.1,12,1,0,4,103,151.0,No
95.66,6,1,2,2,56,119.3,No
89.5,1,1,3,2,117,263.7,Yes
32.8,1,2,0,5,68,16.4,Yes
61.23,12,2,0,1,42,348.2,No
148.16,6,5,1,1,67,199.7,Yes
97.28,24,1,4,3,34,451.8,Yes
127.45,1,2,2,3,87,116.1,No
113.53,12,1,1,2,100,182.7,No
137.04,6,1,0,5,98,6.4,No
64.78,12,4,2,5,90,141.2,No
48.74,24,5,1,5,104,182.0,No
29.3,6,1,2,1,71,270.0,Yes
129.43,1,3,0,4,85,56.9,Yes
87.97,1,1,1,3,17,350.1,No
113.51,1,2,0,4,109,220.9,No
28.33,1,8,2,2,69,3.8,No
130.05,6,6,2,2,110,30.9,No
95.75,12,1,0,5,13,86.2,Yes
35.31,6,0,1,2,20,332.1,Yes
84.8,24,2,0,2,88,75.4,No
97.62,6,1,2,1,87,93.9,No
64.3,6,1,0,2,99,352.0,Yes
112.45,24,3,3,5,23,366.2,No
95.57,1,1,3,1,22,140.6,No
129.25,12,0,0,4,78,414.6,No
132.25,1,3,0,4,32,187.7,Yes
28.09,12,2,3,3,63,241.0,No
104.04,24,1,3,1,73,263.8,Yes
113.94,1,3,1,5,66,193.3,No
38.54,6,1,1,3,118,45.6,No
134.85,6,1,4,4,54,185.2,No
131.34,24,1,2,2,68,486.8,No
38.13,12,0,0,1,63,413.0,No
134.83,6,3,2,5,117,86.7,Yes
104.06,12,4,0,3,14,345.8,No
122.28,1,1,0,5,116,29.9,No
123.81,1,1,1,2,49,76.3,No
41.04,6,2,1,3,63,336.8,No
28.15,24,2,2,1,95,55.4,No
102.81,6,2,1,2,113,450.9,No
63.84,12,1,1,5,68,161.2,No
53.86,12,2,1,1,1,455.0,No
36.88,1,2,2,3,92,281.3,No
131.72,12,1,1,2,52,484.5,Yes
94.29,6,1,1,3,89,188.2,Yes
128.77,24,1,2,4,50,44.2,No
92.38,1,0,0,1,86,86.4,Yes
